source,target,relation,evidence_doc_id,weight
CASE-2025-0105,SYM-03,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0106,CROP-01,ofCrop,DOC-CASE-027,1.0
CASE-2025-0106,REG-01,observedIn,DOC-CASE-027,1.0
CASE-2025-0106,DIS-02,diagnosedAs,DOC-CASE-027,1.0
CASE-2025-0106,DOC-CASE-027,evidenceFrom,DOC-CASE-027,1.0
CASE-2025-0106,SYM-05,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0106,SYM-03,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0107,CROP-01,ofCrop,DOC-CASE-027,1.0
CASE-2025-0107,REG-02,observedIn,DOC-CASE-027,1.0
CASE-2025-0107,DIS-08,diagnosedAs,DOC-CASE-027,1.0
CASE-2025-0107,DOC-CASE-027,evidenceFrom,DOC-CASE-027,1.0
CASE-2025-0107,SYM-15,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0107,SYM-16,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0108,CROP-01,ofCrop,DOC-CASE-027,1.0
CASE-2025-0108,REG-03,observedIn,DOC-CASE-027,1.0
CASE-2025-0108,DIS-04,diagnosedAs,DOC-CASE-027,1.0
CASE-2025-0108,DOC-CASE-027,evidenceFrom,DOC-CASE-027,1.0
CASE-2025-0108,SYM-08,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0108,SYM-09,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0109,CROP-01,ofCrop,DOC-CASE-028,1.0
CASE-2025-0109,REG-04,observedIn,DOC-CASE-028,1.0
CASE-2025-0109,DIS-08,diagnosedAs,DOC-CASE-028,1.0
CASE-2025-0109,DOC-CASE-028,evidenceFrom,DOC-CASE-028,1.0
CASE-2025-0109,SYM-15,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0109,SYM-16,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0110,CROP-01,ofCrop,DOC-CASE-028,1.0
CASE-2025-0110,REG-05,observedIn,DOC-CASE-028,1.0
CASE-2025-0110,DIS-04,diagnosedAs,DOC-CASE-028,1.0
CASE-2025-0110,DOC-CASE-028,evidenceFrom,DOC-CASE-028,1.0
CASE-2025-0110,SYM-08,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0110,SYM-09,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0111,CROP-01,ofCrop,DOC-CASE-028,1.0
CASE-2025-0111,REG-01,observedIn,DOC-CASE-028,1.0
CASE-2025-0111,DIS-03,diagnosedAs,DOC-CASE-028,1.0
CASE-2025-0111,DOC-CASE-028,evidenceFrom,DOC-CASE-028,1.0
CASE-2025-0111,SYM-06,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0111,SYM-07,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0112,CROP-01,ofCrop,DOC-CASE-028,1.0
CASE-2025-0112,REG-02,observedIn,DOC-CASE-028,1.0
CASE-2025-0112,DIS-08,diagnosedAs,DOC-CASE-028,1.0
CASE-2025-0112,DOC-CASE-028,evidenceFrom,DOC-CASE-028,1.0
CASE-2025-0112,SYM-15,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0112,SYM-16,hasObservedSymptom,DOC-CASE-028,1.0
CASE-2025-0113,CROP-01,ofCrop,DOC-CASE-029,1.0
CASE-2025-0113,REG-03,observedIn,DOC-CASE-029,1.0
CASE-2025-0113,DIS-04,diagnosedAs,DOC-CASE-029,1.0
CASE-2025-0113,DOC-CASE-029,evidenceFrom,DOC-CASE-029,1.0
CASE-2025-0113,SYM-08,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0113,SYM-09,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0113,SYM-03,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0114,CROP-01,ofCrop,DOC-CASE-029,1.0
CASE-2025-0114,REG-04,observedIn,DOC-CASE-029,1.0
CASE-2025-0114,DIS-08,diagnosedAs,DOC-CASE-029,1.0
CASE-2025-0114,DOC-CASE-029,evidenceFrom,DOC-CASE-029,1.0
CASE-2025-0114,SYM-15,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0114,SYM-16,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0115,CROP-01,ofCrop,DOC-CASE-029,1.0
CASE-2025-0115,REG-05,observedIn,DOC-CASE-029,1.0
CASE-2025-0115,DIS-04,diagnosedAs,DOC-CASE-029,1.0
CASE-2025-0115,DOC-CASE-029,evidenceFrom,DOC-CASE-029,1.0
CASE-2025-0115,SYM-08,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0115,SYM-09,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0116,CROP-01,ofCrop,DOC-CASE-029,1.0
CASE-2025-0116,REG-01,observedIn,DOC-CASE-029,1.0
CASE-2025-0116,DIS-03,diagnosedAs,DOC-CASE-029,1.0
CASE-2025-0116,DOC-CASE-029,evidenceFrom,DOC-CASE-029,1.0
CASE-2025-0116,SYM-06,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0116,SYM-07,hasObservedSymptom,DOC-CASE-029,1.0
CASE-2025-0117,CROP-01,ofCrop,DOC-CASE-030,1.0
CASE-2025-0117,REG-02,observedIn,DOC-CASE-030,1.0
CASE-2025-0117,DIS-03,diagnosedAs,DOC-CASE-030,1.0
CASE-2025-0117,DOC-CASE-030,evidenceFrom,DOC-CASE-030,1.0
CASE-2025-0117,SYM-06,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0117,SYM-07,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0117,SYM-03,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0118,CROP-01,ofCrop,DOC-CASE-030,1.0
CASE-2025-0118,REG-03,observedIn,DOC-CASE-030,1.0
CASE-2025-0118,DIS-07,diagnosedAs,DOC-CASE-030,1.0
CASE-2025-0118,DOC-CASE-030,evidenceFrom,DOC-CASE-030,1.0
CASE-2025-0118,SYM-01,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0118,SYM-14,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0119,CROP-01,ofCrop,DOC-CASE-030,1.0
CASE-2025-0119,REG-04,observedIn,DOC-CASE-030,1.0
CASE-2025-0119,DIS-03,diagnosedAs,DOC-CASE-030,1.0
CASE-2025-0119,DOC-CASE-030,evidenceFrom,DOC-CASE-030,1.0
CASE-2025-0119,SYM-06,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0119,SYM-07,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0120,CROP-01,ofCrop,DOC-CASE-030,1.0
CASE-2025-0120,REG-05,observedIn,DOC-CASE-030,1.0
CASE-2025-0120,DIS-07,diagnosedAs,DOC-CASE-030,1.0
CASE-2025-0120,DOC-CASE-030,evidenceFrom,DOC-CASE-030,1.0
CASE-2025-0120,SYM-01,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0120,SYM-14,hasObservedSymptom,DOC-CASE-030,1.0
CASE-2025-0121,CROP-01,ofCrop,DOC-CASE-031,1.0
CASE-2025-0121,REG-01,observedIn,DOC-CASE-031,1.0
CASE-2025-0121,DIS-06,diagnosedAs,DOC-CASE-031,1.0
CASE-2025-0121,DOC-CASE-031,evidenceFrom,DOC-CASE-031,1.0
CASE-2025-0121,SYM-12,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0121,SYM-13,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0121,SYM-03,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0122,CROP-01,ofCrop,DOC-CASE-031,1.0
CASE-2025-0122,REG-02,observedIn,DOC-CASE-031,1.0
CASE-2025-0122,DIS-03,diagnosedAs,DOC-CASE-031,1.0
CASE-2025-0122,DOC-CASE-031,evidenceFrom,DOC-CASE-031,1.0
CASE-2025-0122,SYM-06,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0122,SYM-07,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0123,CROP-01,ofCrop,DOC-CASE-031,1.0
CASE-2025-0123,REG-03,observedIn,DOC-CASE-031,1.0
CASE-2025-0123,DIS-07,diagnosedAs,DOC-CASE-031,1.0
CASE-2025-0123,DOC-CASE-031,evidenceFrom,DOC-CASE-031,1.0
CASE-2025-0123,SYM-01,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0123,SYM-14,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0124,CROP-01,ofCrop,DOC-CASE-031,1.0
CASE-2025-0124,REG-04,observedIn,DOC-CASE-031,1.0
CASE-2025-0124,DIS-03,diagnosedAs,DOC-CASE-031,1.0
CASE-2025-0124,DOC-CASE-031,evidenceFrom,DOC-CASE-031,1.0
CASE-2025-0124,SYM-06,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0124,SYM-07,hasObservedSymptom,DOC-CASE-031,1.0
CASE-2025-0125,CROP-01,ofCrop,DOC-CASE-032,1.0
CASE-2025-0125,REG-05,observedIn,DOC-CASE-032,1.0
CASE-2025-0125,DIS-07,diagnosedAs,DOC-CASE-032,1.0
CASE-2025-0125,DOC-CASE-032,evidenceFrom,DOC-CASE-032,1.0
CASE-2025-0125,SYM-01,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0125,SYM-14,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0125,SYM-03,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0126,CROP-01,ofCrop,DOC-CASE-032,1.0
CASE-2025-0126,REG-01,observedIn,DOC-CASE-032,1.0
CASE-2025-0126,DIS-06,diagnosedAs,DOC-CASE-032,1.0
CASE-2025-0126,DOC-CASE-032,evidenceFrom,DOC-CASE-032,1.0
CASE-2025-0126,SYM-12,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0126,SYM-13,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0127,CROP-01,ofCrop,DOC-CASE-032,1.0
CASE-2025-0127,REG-02,observedIn,DOC-CASE-032,1.0
CASE-2025-0127,DIS-03,diagnosedAs,DOC-CASE-032,1.0
CASE-2025-0127,DOC-CASE-032,evidenceFrom,DOC-CASE-032,1.0
CASE-2025-0127,SYM-06,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0127,SYM-07,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0128,CROP-01,ofCrop,DOC-CASE-032,1.0
CASE-2025-0128,REG-03,observedIn,DOC-CASE-032,1.0
CASE-2025-0128,DIS-07,diagnosedAs,DOC-CASE-032,1.0
CASE-2025-0128,DOC-CASE-032,evidenceFrom,DOC-CASE-032,1.0
CASE-2025-0128,SYM-01,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0128,SYM-14,hasObservedSymptom,DOC-CASE-032,1.0
CASE-2025-0129,CROP-01,ofCrop,DOC-CASE-033,1.0
CASE-2025-0129,REG-04,observedIn,DOC-CASE-033,1.0
CASE-2025-0129,DIS-03,diagnosedAs,DOC-CASE-033,1.0
CASE-2025-0129,DOC-CASE-033,evidenceFrom,DOC-CASE-033,1.0
CASE-2025-0129,SYM-06,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0129,SYM-07,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0129,SYM-03,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0130,CROP-01,ofCrop,DOC-CASE-033,1.0
CASE-2025-0130,REG-05,observedIn,DOC-CASE-033,1.0
CASE-2025-0130,DIS-07,diagnosedAs,DOC-CASE-033,1.0
CASE-2025-0130,DOC-CASE-033,evidenceFrom,DOC-CASE-033,1.0
CASE-2025-0130,SYM-01,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0130,SYM-14,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0131,CROP-01,ofCrop,DOC-CASE-033,1.0
CASE-2025-0131,REG-01,observedIn,DOC-CASE-033,1.0
CASE-2025-0131,DIS-07,diagnosedAs,DOC-CASE-033,1.0
CASE-2025-0131,DOC-CASE-033,evidenceFrom,DOC-CASE-033,1.0
CASE-2025-0131,SYM-01,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0131,SYM-14,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0132,CROP-01,ofCrop,DOC-CASE-033,1.0
CASE-2025-0132,REG-02,observedIn,DOC-CASE-033,1.0
CASE-2025-0132,DIS-03,diagnosedAs,DOC-CASE-033,1.0
CASE-2025-0132,DOC-CASE-033,evidenceFrom,DOC-CASE-033,1.0
CASE-2025-0132,SYM-06,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0132,SYM-07,hasObservedSymptom,DOC-CASE-033,1.0
CASE-2025-0133,CROP-01,ofCrop,DOC-CASE-034,1.0
CASE-2025-0133,REG-03,observedIn,DOC-CASE-034,1.0
CASE-2025-0133,DIS-07,diagnosedAs,DOC-CASE-034,1.0
CASE-2025-0133,DOC-CASE-034,evidenceFrom,DOC-CASE-034,1.0
CASE-2025-0133,SYM-01,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0133,SYM-14,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0133,SYM-03,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0134,CROP-01,ofCrop,DOC-CASE-034,1.0
CASE-2025-0134,REG-04,observedIn,DOC-CASE-034,1.0
CASE-2025-0134,DIS-03,diagnosedAs,DOC-CASE-034,1.0
CASE-2025-0134,DOC-CASE-034,evidenceFrom,DOC-CASE-034,1.0
CASE-2025-0134,SYM-06,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0134,SYM-07,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0135,CROP-01,ofCrop,DOC-CASE-034,1.0
CASE-2025-0135,REG-05,observedIn,DOC-CASE-034,1.0
CASE-2025-0135,DIS-07,diagnosedAs,DOC-CASE-034,1.0
CASE-2025-0135,DOC-CASE-034,evidenceFrom,DOC-CASE-034,1.0
CASE-2025-0135,SYM-01,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0135,SYM-14,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0136,CROP-01,ofCrop,DOC-CASE-034,1.0
CASE-2025-0136,REG-01,observedIn,DOC-CASE-034,1.0
CASE-2025-0136,DIS-07,diagnosedAs,DOC-CASE-034,1.0
CASE-2025-0136,DOC-CASE-034,evidenceFrom,DOC-CASE-034,1.0
CASE-2025-0136,SYM-01,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0136,SYM-14,hasObservedSymptom,DOC-CASE-034,1.0
CASE-2025-0137,CROP-01,ofCrop,DOC-CASE-035,1.0
CASE-2025-0137,REG-02,observedIn,DOC-CASE-035,1.0
CASE-2025-0137,DIS-03,diagnosedAs,DOC-CASE-035,1.0
CASE-2025-0137,DOC-CASE-035,evidenceFrom,DOC-CASE-035,1.0
CASE-2025-0137,SYM-06,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0137,SYM-07,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0137,SYM-03,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0138,CROP-01,ofCrop,DOC-CASE-035,1.0
CASE-2025-0138,REG-03,observedIn,DOC-CASE-035,1.0
CASE-2025-0138,DIS-07,diagnosedAs,DOC-CASE-035,1.0
CASE-2025-0138,DOC-CASE-035,evidenceFrom,DOC-CASE-035,1.0
CASE-2025-0138,SYM-01,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0138,SYM-14,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0139,CROP-01,ofCrop,DOC-CASE-035,1.0
CASE-2025-0139,REG-04,observedIn,DOC-CASE-035,1.0
CASE-2025-0139,DIS-03,diagnosedAs,DOC-CASE-035,1.0
CASE-2025-0139,DOC-CASE-035,evidenceFrom,DOC-CASE-035,1.0
CASE-2025-0139,SYM-06,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0139,SYM-07,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0140,CROP-01,ofCrop,DOC-CASE-035,1.0
CASE-2025-0140,REG-05,observedIn,DOC-CASE-035,1.0
CASE-2025-0140,DIS-07,diagnosedAs,DOC-CASE-035,1.0
CASE-2025-0140,DOC-CASE-035,evidenceFrom,DOC-CASE-035,1.0
CASE-2025-0140,SYM-01,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0140,SYM-14,hasObservedSymptom,DOC-CASE-035,1.0
CASE-2025-0141,CROP-01,ofCrop,DOC-CASE-036,1.0
CASE-2025-0141,REG-01,observedIn,DOC-CASE-036,1.0
CASE-2025-0141,DIS-02,diagnosedAs,DOC-CASE-036,1.0
CASE-2025-0141,DOC-CASE-036,evidenceFrom,DOC-CASE-036,1.0
CASE-2025-0141,SYM-05,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0141,SYM-03,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0142,CROP-01,ofCrop,DOC-CASE-036,1.0
CASE-2025-0142,REG-02,observedIn,DOC-CASE-036,1.0
CASE-2025-0142,DIS-06,diagnosedAs,DOC-CASE-036,1.0
CASE-2025-0142,DOC-CASE-036,evidenceFrom,DOC-CASE-036,1.0
CASE-2025-0142,SYM-12,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0142,SYM-13,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0143,CROP-01,ofCrop,DOC-CASE-036,1.0
CASE-2025-0143,REG-03,observedIn,DOC-CASE-036,1.0
CASE-2025-0143,DIS-02,diagnosedAs,DOC-CASE-036,1.0
CASE-2025-0143,DOC-CASE-036,evidenceFrom,DOC-CASE-036,1.0
CASE-2025-0143,SYM-05,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0143,SYM-03,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0144,CROP-01,ofCrop,DOC-CASE-036,1.0
CASE-2025-0144,REG-04,observedIn,DOC-CASE-036,1.0
CASE-2025-0144,DIS-06,diagnosedAs,DOC-CASE-036,1.0
CASE-2025-0144,DOC-CASE-036,evidenceFrom,DOC-CASE-036,1.0
CASE-2025-0144,SYM-12,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0144,SYM-13,hasObservedSymptom,DOC-CASE-036,1.0
CASE-2025-0145,CROP-01,ofCrop,DOC-CASE-037,1.0
CASE-2025-0145,REG-05,observedIn,DOC-CASE-037,1.0
CASE-2025-0145,DIS-02,diagnosedAs,DOC-CASE-037,1.0
CASE-2025-0145,DOC-CASE-037,evidenceFrom,DOC-CASE-037,1.0
CASE-2025-0145,SYM-05,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0145,SYM-03,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0146,CROP-01,ofCrop,DOC-CASE-037,1.0
CASE-2025-0146,REG-01,observedIn,DOC-CASE-037,1.0
CASE-2025-0146,DIS-02,diagnosedAs,DOC-CASE-037,1.0
CASE-2025-0146,DOC-CASE-037,evidenceFrom,DOC-CASE-037,1.0
CASE-2025-0146,SYM-05,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0146,SYM-03,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0147,CROP-01,ofCrop,DOC-CASE-037,1.0
CASE-2025-0147,REG-02,observedIn,DOC-CASE-037,1.0
CASE-2025-0147,DIS-06,diagnosedAs,DOC-CASE-037,1.0
CASE-2025-0147,DOC-CASE-037,evidenceFrom,DOC-CASE-037,1.0
CASE-2025-0147,SYM-12,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0147,SYM-13,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0148,CROP-01,ofCrop,DOC-CASE-037,1.0
CASE-2025-0148,REG-03,observedIn,DOC-CASE-037,1.0
CASE-2025-0148,DIS-02,diagnosedAs,DOC-CASE-037,1.0
CASE-2025-0148,DOC-CASE-037,evidenceFrom,DOC-CASE-037,1.0
CASE-2025-0148,SYM-05,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0148,SYM-03,hasObservedSymptom,DOC-CASE-037,1.0
CASE-2025-0149,CROP-01,ofCrop,DOC-CASE-038,1.0
CASE-2025-0149,REG-04,observedIn,DOC-CASE-038,1.0
CASE-2025-0149,DIS-06,diagnosedAs,DOC-CASE-038,1.0
CASE-2025-0149,DOC-CASE-038,evidenceFrom,DOC-CASE-038,1.0
CASE-2025-0149,SYM-12,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0149,SYM-13,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0149,SYM-03,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0150,CROP-01,ofCrop,DOC-CASE-038,1.0
CASE-2025-0150,REG-05,observedIn,DOC-CASE-038,1.0
CASE-2025-0150,DIS-02,diagnosedAs,DOC-CASE-038,1.0
CASE-2025-0150,DOC-CASE-038,evidenceFrom,DOC-CASE-038,1.0
CASE-2025-0150,SYM-05,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0150,SYM-03,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0151,CROP-01,ofCrop,DOC-CASE-038,1.0
CASE-2025-0151,REG-01,observedIn,DOC-CASE-038,1.0
CASE-2025-0151,DIS-03,diagnosedAs,DOC-CASE-038,1.0
CASE-2025-0151,DOC-CASE-038,evidenceFrom,DOC-CASE-038,1.0
CASE-2025-0151,SYM-06,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0151,SYM-07,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0152,CROP-01,ofCrop,DOC-CASE-038,1.0
CASE-2025-0152,REG-02,observedIn,DOC-CASE-038,1.0
CASE-2025-0152,DIS-06,diagnosedAs,DOC-CASE-038,1.0
CASE-2025-0152,DOC-CASE-038,evidenceFrom,DOC-CASE-038,1.0
CASE-2025-0152,SYM-12,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0152,SYM-13,hasObservedSymptom,DOC-CASE-038,1.0
CASE-2025-0153,CROP-01,ofCrop,DOC-CASE-039,1.0
CASE-2025-0153,REG-03,observedIn,DOC-CASE-039,1.0
CASE-2025-0153,DIS-02,diagnosedAs,DOC-CASE-039,1.0
CASE-2025-0153,DOC-CASE-039,evidenceFrom,DOC-CASE-039,1.0
CASE-2025-0153,SYM-05,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0153,SYM-03,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0154,CROP-01,ofCrop,DOC-CASE-039,1.0
CASE-2025-0154,REG-04,observedIn,DOC-CASE-039,1.0
CASE-2025-0154,DIS-06,diagnosedAs,DOC-CASE-039,1.0
CASE-2025-0154,DOC-CASE-039,evidenceFrom,DOC-CASE-039,1.0
CASE-2025-0154,SYM-12,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0154,SYM-13,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0155,CROP-01,ofCrop,DOC-CASE-039,1.0
CASE-2025-0155,REG-05,observedIn,DOC-CASE-039,1.0
CASE-2025-0155,DIS-02,diagnosedAs,DOC-CASE-039,1.0
CASE-2025-0155,DOC-CASE-039,evidenceFrom,DOC-CASE-039,1.0
CASE-2025-0155,SYM-05,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0155,SYM-03,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0156,CROP-01,ofCrop,DOC-CASE-039,1.0
CASE-2025-0156,REG-01,observedIn,DOC-CASE-039,1.0
CASE-2025-0156,DIS-03,diagnosedAs,DOC-CASE-039,1.0
CASE-2025-0156,DOC-CASE-039,evidenceFrom,DOC-CASE-039,1.0
CASE-2025-0156,SYM-06,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0156,SYM-07,hasObservedSymptom,DOC-CASE-039,1.0
CASE-2025-0157,CROP-01,ofCrop,DOC-CASE-040,1.0
CASE-2025-0157,REG-02,observedIn,DOC-CASE-040,1.0
CASE-2025-0157,DIS-06,diagnosedAs,DOC-CASE-040,1.0
CASE-2025-0157,DOC-CASE-040,evidenceFrom,DOC-CASE-040,1.0
CASE-2025-0157,SYM-12,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0157,SYM-13,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0157,SYM-03,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0158,CROP-01,ofCrop,DOC-CASE-040,1.0
CASE-2025-0158,REG-03,observedIn,DOC-CASE-040,1.0
CASE-2025-0158,DIS-02,diagnosedAs,DOC-CASE-040,1.0
CASE-2025-0158,DOC-CASE-040,evidenceFrom,DOC-CASE-040,1.0
CASE-2025-0158,SYM-05,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0158,SYM-03,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0159,CROP-01,ofCrop,DOC-CASE-040,1.0
CASE-2025-0159,REG-04,observedIn,DOC-CASE-040,1.0
CASE-2025-0159,DIS-06,diagnosedAs,DOC-CASE-040,1.0
CASE-2025-0159,DOC-CASE-040,evidenceFrom,DOC-CASE-040,1.0
CASE-2025-0159,SYM-12,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0159,SYM-13,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0160,CROP-01,ofCrop,DOC-CASE-040,1.0
CASE-2025-0160,REG-05,observedIn,DOC-CASE-040,1.0
CASE-2025-0160,DIS-02,diagnosedAs,DOC-CASE-040,1.0
CASE-2025-0160,DOC-CASE-040,evidenceFrom,DOC-CASE-040,1.0
CASE-2025-0160,SYM-05,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0160,SYM-03,hasObservedSymptom,DOC-CASE-040,1.0
CASE-2025-0161,CROP-01,ofCrop,DOC-CASE-041,1.0
CASE-2025-0161,REG-01,observedIn,DOC-CASE-041,1.0
CASE-2025-0161,DIS-06,diagnosedAs,DOC-CASE-041,1.0
CASE-2025-0161,DOC-CASE-041,evidenceFrom,DOC-CASE-041,1.0
CASE-2025-0161,SYM-12,hasObservedSymptom,DOC-CASE-041,1.0
CASE-2025-0161,SYM-13,hasObservedSymptom,DOC-CASE-041,1.0
CASE-2025-0161,SYM-03,hasObservedSymptom,DOC-CASE-041,1.0
CASE-2025-0162,CROP-01,ofCrop,DOC-CASE-041,1.0
CASE-2025-0162,REG-02,observedIn,DOC-CASE-041,1.0
CASE-2025-0162,DIS-06,diagnosedAs,DOC-CASE-041,1.0
CASE-2025-0162,DOC-CASE-041,evidenceFrom,DOC-CASE-041,1.0
CASE-2025-0162,SYM-12,hasObservedSymptom,DOC-CASE-041,1.0
CASE-2025-0162,SYM-13,hasObservedSymptom,DOC-CASE-041,1.0
CASE-2025-0163,CROP-01,ofCrop,DOC-CASE-041,1.0
CASE-2025-0163,REG-03,observedIn,DOC-CASE-041,1.0
CASE-2025-0163,DIS-02,diagnosedAs,DOC-CASE-041,1.0
CASE-2025-0163,DOC-CASE-041,evidenceFrom,DOC-CASE-041,1.0
CASE-2025-0163,SYM-05,hasObservedSymptom,DOC-CASE-041,1.0
CASE-2025-0163,SYM-03,hasObservedSymptom,DOC-CASE-041,1.0
CASE-2025-0164,CROP-01,ofCrop,DOC-CASE-041,1.0
CASE-2025-0164,REG-04,observedIn,DOC-CASE-041,1.0
CASE-2025-0164,DIS-06,diagnosedAs,DOC-CASE-041,1.0
CASE-2025-0164,DOC-CASE-041,evidenceFrom,DOC-CASE-041,1.0
CASE-2025-0164,SYM-12,hasObservedSymptom,DOC-CASE-041,1.0
