id,label,type,name,description
DOC-CASE-036,大豆田间病例记录第036组,Document,大豆田间病例记录第036组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度22.5℃、相对湿度84%。教学标注诊断为大豆灰斑病。 2025-05-11在浦口区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为中度。记录时温度22.0℃、相对湿度88%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-05-21在高淳区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为较重。记录时温度21.5℃、相对湿度80%。教学标注诊断为大豆灰斑病。 2025-05-03在江宁区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为轻度。记录时温度24.2℃、相对湿度84%。教学标注诊断为大豆炭疽病。"
DOC-CASE-037,大豆田间病例记录第037组,Document,大豆田间病例记录第037组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-05-13在溧水区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度23.8℃、相对湿度85%。教学标注诊断为大豆灰斑病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为中度。记录时温度26.2℃、相对湿度83%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-06-18在浦口区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为较重。记录时温度25.8℃、相对湿度87%。教学标注诊断为大豆炭疽病。 2025-06-28在高淳区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为轻度。记录时温度25.2℃、相对湿度79%。教学标注诊断为大豆灰斑病。"
DOC-CASE-038,大豆田间病例记录第038组,Document,大豆田间病例记录第038组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-06-10在江宁区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，并伴有叶片发黄，病情评定为中度。记录时温度24.8℃、相对湿度92%。教学标注诊断为大豆炭疽病。 2025-06-20在溧水区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度27.5℃、相对湿度84%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为较重。记录时温度30.0℃、相对湿度89%。教学标注诊断为大豆细菌性斑点病。 2025-07-25在浦口区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为轻度。记录时温度28.5℃、相对湿度86%。教学标注诊断为大豆炭疽病。"
DOC-CASE-039,大豆田间病例记录第039组,Document,大豆田间病例记录第039组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-07-07在高淳区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度28.0℃、相对湿度78%。教学标注诊断为大豆灰斑病。 2025-07-17在江宁区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为中度。记录时温度27.5℃、相对湿度91%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-07-27在溧水区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为较重。记录时温度27.0℃、相对湿度83%。教学标注诊断为大豆灰斑病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，病情评定为轻度。记录时温度23.5℃、相对湿度88%。教学标注诊断为大豆细菌性斑点病。"
DOC-CASE-040,大豆田间病例记录第040组,Document,大豆田间病例记录第040组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-08-04在浦口区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，并伴有叶片黄化，病情评定为中度。记录时温度30.2℃、相对湿度85%。教学标注诊断为大豆炭疽病。 2025-08-14在高淳区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为中度。记录时温度29.8℃、相对湿度86%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-08-24在江宁区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为较重。记录时温度29.2℃、相对湿度90%。教学标注诊断为大豆炭疽病。 2025-08-06在溧水区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为轻度。记录时温度28.8℃、相对湿度82%。教学标注诊断为大豆灰斑病。"
DOC-CASE-041,大豆田间病例记录第041组,Document,大豆田间病例记录第041组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，并伴有叶片发黄，病情评定为中度。记录时温度22.2℃、相对湿度86%。教学标注诊断为大豆炭疽病。 2025-09-11在浦口区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为中度。记录时温度23.8℃、相对湿度84%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-09-21在高淳区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为较重。记录时温度26.5℃、相对湿度85%。教学标注诊断为大豆灰斑病。 2025-09-03在江宁区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为轻度。记录时温度26.0℃、相对湿度89%。教学标注诊断为大豆炭疽病。"
DOC-CASE-042,大豆田间病例记录第042组,Document,大豆田间病例记录第042组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-09-13在溧水区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度25.5℃、相对湿度81%。教学标注诊断为大豆灰斑病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为中度。记录时温度26.0℃、相对湿度85%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-05-18在浦口区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为较重。记录时温度22.5℃、相对湿度90%。教学标注诊断为大豆褐斑病。 2025-05-28在高淳区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为轻度。记录时温度22.0℃、相对湿度89%。教学标注诊断为大豆锈病。"
DOC-CASE-043,大豆田间病例记录第043组,Document,大豆田间病例记录第043组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-05-10在江宁区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，病情评定为中度。记录时温度21.5℃、相对湿度86%。教学标注诊断为大豆褐斑病。 2025-05-20在溧水区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，病情评定为中度。记录时温度24.2℃、相对湿度85%。教学标注诊断为大豆锈病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为较重。记录时温度29.8℃、相对湿度81%。教学标注诊断为大豆靶斑病。 2025-06-25在浦口区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为轻度。记录时温度26.2℃、相对湿度89%。教学标注诊断为大豆褐斑病。"
DOC-CASE-044,大豆田间病例记录第044组,Document,大豆田间病例记录第044组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-06-07在高淳区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，并伴有叶片发黄，病情评定为中度。记录时温度25.8℃、相对湿度88%。教学标注诊断为大豆锈病。 2025-06-17在江宁区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，病情评定为中度。记录时温度25.2℃、相对湿度85%。教学标注诊断为大豆褐斑病。

【田间记录B】2025-06-27在溧水区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为较重。记录时温度24.8℃、相对湿度84%。教学标注诊断为大豆锈病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为轻度。记录时温度26.5℃、相对湿度89%。教学标注诊断为大豆靶斑病。"
DOC-CASE-045,大豆田间病例记录第045组,Document,大豆田间病例记录第045组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-07-04在浦口区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，并伴有叶色变黄，病情评定为中度。记录时温度29.0℃、相对湿度88%。教学标注诊断为大豆褐斑病。 2025-07-14在高淳区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为中度。记录时温度28.5℃、相对湿度87%。教学标注诊断为大豆锈病。

【田间记录B】2025-07-24在江宁区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为较重。记录时温度28.0℃、相对湿度84%。教学标注诊断为大豆褐斑病。 2025-07-06在溧水区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为轻度。记录时温度27.5℃、相对湿度83%。教学标注诊断为大豆锈病。"
DOC-CASE-046,大豆田间病例记录第046组,Document,大豆田间病例记录第046组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度22.0℃、相对湿度85%。教学标注诊断为大豆灰斑病。 2025-08-11在浦口区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为中度。记录时温度27.5℃、相对湿度87%。教学标注诊断为大豆褐斑病。

【田间记录B】2025-08-21在高淳区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为较重。记录时温度30.2℃、相对湿度86%。教学标注诊断为大豆锈病。 2025-08-03在江宁区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为轻度。记录时温度29.8℃、相对湿度83%。教学标注诊断为大豆褐斑病。"
DOC-CASE-047,大豆田间病例记录第047组,Document,大豆田间病例记录第047组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-08-13在溧水区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，并伴有叶片发黄，病情评定为中度。记录时温度29.2℃、相对湿度91%。教学标注诊断为大豆锈病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度25.8℃、相对湿度84%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-09-18在浦口区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为较重。记录时温度24.2℃、相对湿度86%。教学标注诊断为大豆褐斑病。 2025-09-28在高淳区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，病情评定为轻度。记录时温度23.8℃、相对湿度85%。教学标注诊断为大豆锈病。"
DOC-CASE-048,大豆田间病例记录第048组,Document,大豆田间病例记录第048组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-09-10在江宁区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，并伴有叶色变黄，病情评定为中度。记录时温度26.5℃、相对湿度82%。教学标注诊断为大豆褐斑病。 2025-09-20在溧水区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为中度。记录时温度26.0℃、相对湿度90%。教学标注诊断为大豆锈病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为较重。记录时温度29.5℃、相对湿度90%。教学标注诊断为大豆细菌性斑点病。 2025-05-25在浦口区记录一例大豆叶部或根茎异常。现场观察为叶面淡黄斑，并伴有叶背霉层，病情评定为轻度。记录时温度23.0℃、相对湿度90%。教学标注诊断为大豆霜霉病。"
DOC-CASE-049,大豆田间病例记录第049组,Document,大豆田间病例记录第049组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-05-07在高淳区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为中度。记录时温度22.5℃、相对湿度89%。教学标注诊断为大豆疫霉根腐病。 2025-05-17在江宁区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，病情评定为中度。记录时温度22.0℃、相对湿度95%。教学标注诊断为大豆霜霉病。

【田间记录B】2025-05-27在溧水区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为较重。记录时温度21.5℃、相对湿度94%。教学标注诊断为大豆疫霉根腐病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为轻度。记录时温度26.2℃、相对湿度89%。教学标注诊断为大豆细菌性斑点病。"
DOC-CASE-050,大豆田间病例记录第050组,Document,大豆田间病例记录第050组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-06-04在浦口区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，并伴有叶片发黄，病情评定为中度。记录时温度26.8℃、相对湿度89%。教学标注诊断为大豆霜霉病。 2025-06-14在高淳区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为中度。记录时温度26.2℃、相对湿度88%。教学标注诊断为大豆疫霉根腐病。

【田间记录B】2025-06-24在江宁区记录一例大豆叶部或根茎异常。现场观察为叶片淡黄色斑块，并伴有灰白色霉状物，病情评定为较重。记录时温度25.8℃、相对湿度94%。教学标注诊断为大豆霜霉病。 2025-06-06在溧水区记录一例大豆叶部或根茎异常。现场观察为近地面茎部变暗，并伴有根系腐烂萎蔫，病情评定为轻度。记录时温度25.2℃、相对湿度93%。教学标注诊断为大豆疫霉根腐病。"
DOC-CASE-051,大豆田间病例记录第051组,Document,大豆田间病例记录第051组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，并伴有叶色变黄，病情评定为中度。记录时温度21.8℃、相对湿度87%。教学标注诊断为大豆炭疽病。 2025-07-11在浦口区记录一例大豆叶部或根茎异常。现场观察为叶片淡黄色斑块，并伴有灰白色霉状物，病情评定为中度。记录时温度29.5℃、相对湿度88%。教学标注诊断为大豆霜霉病。

【田间记录B】2025-07-21在高淳区记录一例大豆叶部或根茎异常。现场观察为近地面茎部变暗，并伴有根系腐烂萎蔫，病情评定为较重。记录时温度29.0℃、相对湿度96%。教学标注诊断为大豆疫霉根腐病。 2025-07-03在江宁区记录一例大豆叶部或根茎异常。现场观察为叶面淡黄斑，并伴有叶背霉层，病情评定为轻度。记录时温度28.5℃、相对湿度93%。教学标注诊断为大豆霜霉病。"
DOC-CASE-052,大豆田间病例记录第052组,Document,大豆田间病例记录第052组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-07-13在溧水区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为中度。记录时温度28.0℃、相对湿度92%。教学标注诊断为大豆疫霉根腐病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为中度。记录时温度25.5℃、相对湿度86%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-08-18在浦口区记录一例大豆叶部或根茎异常。现场观察为叶面淡黄斑，并伴有叶背霉层，病情评定为较重。记录时温度28.0℃、相对湿度87%。教学标注诊断为大豆霜霉病。 2025-08-28在高淳区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为轻度。记录时温度27.5℃、相对湿度95%。教学标注诊断为大豆疫霉根腐病。"
DOC-CASE-053,大豆田间病例记录第053组,Document,大豆田间病例记录第053组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-08-10在江宁区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，并伴有叶片发黄，病情评定为中度。记录时温度30.2℃、相对湿度92%。教学标注诊断为大豆霜霉病。 2025-08-20在溧水区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为中度。记录时温度29.8℃、相对湿度91%。教学标注诊断为大豆疫霉根腐病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，病情评定为较重。记录时温度29.2℃、相对湿度82%。教学标注诊断为大豆靶斑病。 2025-09-25在浦口区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，病情评定为轻度。记录时温度24.8℃、相对湿度95%。教学标注诊断为大豆霜霉病。"
DOC-CASE-054,大豆田间病例记录第054组,Document,大豆田间病例记录第054组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-09-07在高淳区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为中度。记录时温度24.2℃、相对湿度94%。教学标注诊断为大豆疫霉根腐病。 2025-09-17在江宁区记录一例大豆叶部或根茎异常。现场观察为叶片淡黄色斑块，并伴有灰白色霉状物，病情评定为中度。记录时温度23.8℃、相对湿度91%。教学标注诊断为大豆霜霉病。

【田间记录B】2025-09-27在溧水区记录一例大豆叶部或根茎异常。现场观察为近地面茎部变暗，并伴有根系腐烂萎蔫，病情评定为较重。记录时温度26.5℃、相对湿度90%。教学标注诊断为大豆疫霉根腐病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为轻度。记录时温度26.0℃、相对湿度81%。教学标注诊断为大豆靶斑病。"
DOC-CASE-055,大豆田间病例记录第055组,Document,大豆田间病例记录第055组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-05-04在浦口区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，并伴有叶片黄化，病情评定为中度。记录时温度23.5℃、相对湿度88%。教学标注诊断为大豆靶斑病。 2025-05-14在高淳区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为中度。记录时温度23.0℃、相对湿度90%。教学标注诊断为大豆细菌性斑点病。

【田间记录B】2025-05-24在江宁区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为较重。记录时温度22.5℃、相对湿度84%。教学标注诊断为大豆靶斑病。 2025-05-06在溧水区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为轻度。记录时温度22.0℃、相对湿度86%。教学标注诊断为大豆细菌性斑点病。"
DOC-CASE-056,大豆田间病例记录第056组,Document,大豆田间病例记录第056组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为中度。记录时温度21.5℃、相对湿度86%。教学标注诊断为大豆灰斑病。 2025-06-11在浦口区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为中度。记录时温度27.2℃、相对湿度87%。教学标注诊断为大豆靶斑病。

【田间记录B】2025-06-21在高淳区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为较重。记录时温度26.8℃、相对湿度89%。教学标注诊断为大豆细菌性斑点病。 2025-06-03在江宁区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为轻度。记录时温度26.2℃、相对湿度83%。教学标注诊断为大豆靶斑病。"
DOC-CASE-057,大豆田间病例记录第057组,Document,大豆田间病例记录第057组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-06-13在溧水区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，并伴有叶色变黄，病情评定为中度。记录时温度25.8℃、相对湿度85%。教学标注诊断为大豆细菌性斑点病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度25.2℃、相对湿度85%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-07-18在浦口区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为较重。记录时温度26.8℃、相对湿度86%。教学标注诊断为大豆靶斑病。 2025-07-28在高淳区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，病情评定为轻度。记录时温度29.5℃、相对湿度88%。教学标注诊断为大豆细菌性斑点病。"
DOC-CASE-058,大豆田间病例记录第058组,Document,大豆田间病例记录第058组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-07-10在江宁区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，并伴有叶片黄化，病情评定为中度。记录时温度29.0℃、相对湿度82%。教学标注诊断为大豆靶斑病。 2025-07-20在溧水区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为中度。记录时温度28.5℃、相对湿度93%。教学标注诊断为大豆细菌性斑点病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，病情评定为较重。记录时温度29.0℃、相对湿度91%。教学标注诊断为大豆细菌性斑点病。 2025-08-25在浦口区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，病情评定为轻度。记录时温度28.5℃、相对湿度85%。教学标注诊断为大豆靶斑病。"
DOC-CASE-059,大豆田间病例记录第059组,Document,大豆田间病例记录第059组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-08-07在高淳区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，并伴有叶片发黄，病情评定为中度。记录时温度28.0℃、相对湿度87%。教学标注诊断为大豆细菌性斑点病。 2025-08-17在江宁区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为中度。记录时温度27.5℃、相对湿度81%。教学标注诊断为大豆靶斑病。

【田间记录B】2025-08-27在溧水区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为较重。记录时温度30.2℃、相对湿度92%。教学标注诊断为大豆细菌性斑点病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为轻度。记录时温度25.8℃、相对湿度90%。教学标注诊断为大豆细菌性斑点病。"
DOC-CASE-060,大豆田间病例记录第060组,Document,大豆田间病例记录第060组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-09-04在浦口区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，并伴有叶色变黄，病情评定为中度。记录时温度25.2℃、相对湿度84%。教学标注诊断为大豆靶斑病。 2025-09-14在高淳区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为中度。记录时温度24.8℃、相对湿度86%。教学标注诊断为大豆细菌性斑点病。

【田间记录B】2025-09-24在江宁区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为较重。记录时温度24.2℃、相对湿度89%。教学标注诊断为大豆靶斑病。 2025-09-06在溧水区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，病情评定为轻度。记录时温度23.8℃、相对湿度91%。教学标注诊断为大豆细菌性斑点病。"
DOC-SUM-001,2025年7月六合区大豆病害教学月报,Document,2025年7月六合区大豆病害教学月报,"【月度概况】2025年7月六合区共收录大豆教学病例40例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆褐斑病18例、大豆靶斑病4例、大豆灰斑病4例、大豆霜霉病3例、大豆锈病3例、大豆炭疽病3例、大豆疫霉根腐病3例、大豆细菌性斑点病2例。

【环境摘要】病例记录的平均温度为28.0℃，平均相对湿度为86.7%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-002,2025年7月浦口区大豆病害教学月报,Document,2025年7月浦口区大豆病害教学月报,"【月度概况】2025年7月浦口区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例、大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例。

【环境摘要】病例记录的平均温度为27.9℃，平均相对湿度为88.0%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-003,2025年7月高淳区大豆病害教学月报,Document,2025年7月高淳区大豆病害教学月报,"【月度概况】2025年7月高淳区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例、大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例。

【环境摘要】病例记录的平均温度为28.1℃，平均相对湿度为87.1%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-004,2025年8月江宁区大豆病害教学月报,Document,2025年8月江宁区大豆病害教学月报,"【月度概况】2025年8月江宁区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例、大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例。

【环境摘要】病例记录的平均温度为29.0℃，平均相对湿度为87.5%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-005,2025年9月溧水区大豆病害教学月报,Document,2025年9月溧水区大豆病害教学月报,"【月度概况】2025年9月溧水区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例、大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例。

【环境摘要】病例记录的平均温度为24.9℃，平均相对湿度为87.9%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-006,2025年6月六合区大豆病害教学月报,Document,2025年6月六合区大豆病害教学月报,"【月度概况】2025年6月六合区共收录大豆教学病例10例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆炭疽病5例、大豆灰斑病5例。

【环境摘要】病例记录的平均温度为26.4℃，平均相对湿度为85.3%。精确筛选应回到field_case与case_symptom表执行。"
